iter	MultiClass
718	0.01273292133
719	0.01271326882
720	0.01269880476
721	0.01268541926
722	0.01265611876
723	0.01264361427
724	0.01263056823
725	0.01260974748
726	0.01259271304
727	0.01255814689
728	0.01254960809
729	0.01252471265
730	0.01251524289
731	0.01249685742
732	0.01248481387
733	0.01244281587
734	0.01242675781
735	0.01239146278
736	0.01237452825
737	0.0123529718
738	0.01232942172
739	0.01231216703
740	0.0122913565
741	0.01226825941
742	0.01225828216
743	0.01221545083
744	0.01220610936
745	0.01219130244
746	0.01218415669
747	0.01216492993
748	0.01214778764
749	0.0121354455
750	0.01211130846
751	0.0120919659
752	0.01208013353
753	0.01205100105
754	0.01203401656
755	0.01200944128
756	0.01199166548
757	0.01197685968
758	0.01196152369
759	0.01194161461
760	0.0119182371
761	0.01190500032
762	0.01189446903
763	0.01189172268
764	0.01187837464
765	0.01185614041
766	0.01183008807
767	0.01182270277
768	0.01181345894
769	0.01180148125
770	0.01176135086
771	0.01174443222
772	0.01173280534
773	0.01171556995
774	0.01170185975
775	0.01165823823
776	0.0116410017
777	0.01160892532
778	0.01159350418
779	0.01157057626
780	0.01156014034
781	0.01152257919
782	0.01151397455
783	0.0114960398
784	0.01149110794
785	0.01147066298
786	0.01144504547
787	0.01143245356
788	0.01141507626
789	0.01139090629
790	0.01137555327
791	0.01134282407
792	0.01132506416
793	0.01130801042
794	0.01129312629
795	0.01127100899
796	0.01125998838
797	0.01123896894
798	0.01122692994
799	0.01121705146
800	0.01120519752
801	0.01119703225
802	0.01118035203
803	0.01116593452
804	0.01115698701
805	0.01114394551
806	0.01113291581
807	0.01111033076
808	0.01109786601
809	0.01107326235
810	0.01105520271
811	0.01104420594
812	0.01102247465
813	0.01099818093
814	0.01097303345
815	0.01093646458
816	0.01092397145
817	0.01089802242
818	0.01088493665
819	0.01088034653
820	0.01086274329
821	0.01085055896
822	0.01084679535
823	0.01083151159
824	0.01081673531
825	0.01081210545
826	0.0107904298
827	0.01077357587
828	0.01075303555
829	0.01073326156
830	0.0107103484
831	0.01070126125
832	0.01068667571
833	0.01066414402
834	0.0106527987
835	0.01062738555
836	0.01060960293
837	0.01059783073
838	0.01056598936
839	0.01055944988
840	0.01055418877
841	0.01054716564
842	0.01051720438
843	0.01050310816
844	0.01047675496
845	0.01046262582
846	0.01045773711
847	0.01044478984
848	0.0104287068
849	0.0104179984
850	0.01040435405
851	0.01039360364
852	0.01037575744
853	0.01036415441
854	0.010353899
855	0.01032376516
856	0.01030736651
857	0.0102937653
858	0.01028216112
859	0.01025812058
860	0.01024608953
861	0.0102245819
862	0.01021738393
863	0.01020791758
864	0.01018653143
865	0.0101774
866	0.01016965026
867	0.01015508402
868	0.01014247962
869	0.01013672579
870	0.01012568474
871	0.01012167363
872	0.01011327448
873	0.01010286808
874	0.01009638082
875	0.01006195318
876	0.01005359377
877	0.0100338073
878	0.01002151625
879	0.01000786395
880	0.01000322841
881	0.009996012279
882	0.009985653559
883	0.009981293905
884	0.009970457213
885	0.009952297665
886	0.009944127855
887	0.009927072979
888	0.009909162067
889	0.009892912138
890	0.009875400861
891	0.009866667929
892	0.009855091004
893	0.009842729568
894	0.009830824534
895	0.009815124103
896	0.009800742921
897	0.009794398717
898	0.009789195515
899	0.009779210318
900	0.009769924482
901	0.009766926084
902	0.009757922945
903	0.009748786972
904	0.009727824302
905	0.009719149272
906	0.009707593918
907	0.009696230434
908	0.00969013146
909	0.009677036603
910	0.009664210819
911	0.009649604843
912	0.009636808577
913	0.009625924201
914	0.009614703769
915	0.009605475834
916	0.009595034236
917	0.009590878941
918	0.009583316531
919	0.009565904027
920	0.009556860016
921	0.009550091199
922	0.009540168444
923	0.009533143044
924	0.009520459175
925	0.009503655774
926	0.009487328643
927	0.009476506142
928	0.009470763093
929	0.009448896136
930	0.009439857801
931	0.009429051195
932	0.009426371257
933	0.009420767852
934	0.009405914942
935	0.00939250333
936	0.009384448188
937	0.009362817946
938	0.009344792366
939	0.009331921169
940	0.009324194704
941	0.009320373195
942	0.009304461025
943	0.009296215148
944	0.009253419013
945	0.00924314147
946	0.009232379141
947	0.009201636201
948	0.009176873593
949	0.009166851498
950	0.009152940341
951	0.009139739899
952	0.009134360722
953	0.009121104081
954	0.009111202898
955	0.009096768357
956	0.009078375498
957	0.00907159987
958	0.00905877295
959	0.009040234202
960	0.009027021272
961	0.009011701743
962	0.009005237761
963	0.008991584324
964	0.008979631038
965	0.008953236398
966	0.008940332276
967	0.00893113159
968	0.008904860701
969	0.008891211237
970	0.008886526312
971	0.008852066313
972	0.00884492965
973	0.008832924707
974	0.008825928824
975	0.00882019656
976	0.008805889175
977	0.008789845875
978	0.008778777577
979	0.008771726063
980	0.0087621019
981	0.008753717513
982	0.00873980068
983	0.008735609622
984	0.008729078656
985	0.008715911139
986	0.008709758804
987	0.008686155365
988	0.008674604552
989	0.008670814264
990	0.00866065593
991	0.008654629049
992	0.008644684156
993	0.008628230436
994	0.008614739918
995	0.008604643458
996	0.008598016557
997	0.008586208026
998	0.008578795478
999	0.008567925862
