iter	MultiClass
0	1.222395543
1	1.097567168
2	0.9942044939
3	0.9069664365
4	0.8335990542
5	0.7692321777
6	0.7139000302
7	0.6636683873
8	0.6193846203
9	0.5791047596
10	0.543195452
11	0.5099240621
12	0.4805730911
13	0.4526342483
14	0.4275867281
15	0.405216108
16	0.3848308382
17	0.3663216727
18	0.3482180641
19	0.3327940441
20	0.3179575239
21	0.3035101028
22	0.2901901608
23	0.2774738857
24	0.266028486
25	0.2552624657
26	0.245388576
27	0.2370022365
28	0.2283789135
29	0.2205677759
30	0.2128743853
31	0.2060325986
32	0.1993545169
33	0.1931748163
34	0.187510227
35	0.1818351019
36	0.1771010808
37	0.1719717662
38	0.167746553
39	0.1632945833
40	0.159379723
41	0.1556113107
42	0.1523405529
43	0.1487795512
44	0.1453150068
45	0.1422253563
46	0.1393420628
47	0.1363702956
48	0.1335517702
49	0.130519758
50	0.1284401122
51	0.1265998931
52	0.1246723084
53	0.1220765613
54	0.1199832553
55	0.1184149424
56	0.116360846
57	0.1144327073
58	0.1131769362
59	0.1115946543
60	0.1095530101
61	0.108005778
62	0.106089592
63	0.105186971
64	0.1035675957
65	0.1019827071
66	0.1008937291
67	0.09972277142
68	0.09830620175
69	0.09718524388
70	0.09590311505
71	0.09515285492
72	0.09445254916
73	0.0936345055
74	0.09261709849
75	0.0918351128
76	0.09092330024
77	0.08978642055
78	0.08911223639
79	0.08802233196
80	0.0867685318
81	0.0861065365
82	0.08574840001
83	0.08512510572
84	0.08421708062
85	0.0836195537
86	0.08357787359
87	0.08269072941
88	0.08214578174
89	0.0813165483
90	0.0804752259
91	0.08003351121
92	0.07899668557
93	0.07821095785
94	0.07745759147
95	0.07685268947
96	0.07626168387
97	0.07546043396
98	0.0747973987
99	0.07386000043
100	0.07341803596
101	0.07320526668
102	0.0725844792
103	0.07175751187
104	0.07112327757
105	0.07060921533
106	0.07005496252
107	0.06943773088
108	0.06879015423
109	0.0682372956
110	0.06795663834
111	0.067685209
112	0.06739897501
113	0.06700593858
114	0.06681350526
115	0.06649109523
116	0.06606226422
117	0.06564755213
118	0.06532060986
119	0.06499765487
120	0.06454292025
121	0.06407253175
122	0.063823046
123	0.06344605855
124	0.06308309464
125	0.06242756617
126	0.06216932024
127	0.06169576645
128	0.06143418267
129	0.06103238605
130	0.06084914435
131	0.06063884553
132	0.06023684002
133	0.05995169594
134	0.05967183794
135	0.05934896469
136	0.05885616484
137	0.05855398632
138	0.05837928227
139	0.05797989255
140	0.05780586061
141	0.05756083897
142	0.05725121271
143	0.05705847513
144	0.0567938623
145	0.05646591641
146	0.05619836535
147	0.05601291202
148	0.05575149173
149	0.05544819605
150	0.05522637594
151	0.05493991034
152	0.05471857616
153	0.05443556649
154	0.05418794269
155	0.05394877479
156	0.05375147774
157	0.05358289083
158	0.0530640148
159	0.0528226262
160	0.05253682364
161	0.05237289156
162	0.05220263345
163	0.0519745963
164	0.0517704782
165	0.05153144655
166	0.05140610649
167	0.05106589454
168	0.05075482414
169	0.05057249523
170	0.05040121987
171	0.0499844097
172	0.04978367033
173	0.04960052399
174	0.04947671436
175	0.04925436292
176	0.04909001759
177	0.04889595849
178	0.04879937399
179	0.04869270325
180	0.04839261827
181	0.04818155198
182	0.04808263779
183	0.04785703932
184	0.0477459408
185	0.04738697324
186	0.04722168332
187	0.04703766051
188	0.04689044498
189	0.04668616794
190	0.04654322125
191	0.04640669141
192	0.04627644675
193	0.0460673196
194	0.04597121647
195	0.04581929616
196	0.04570761181
197	0.04558309828
198	0.04545090085
199	0.04513351804
200	0.04495596204
201	0.04474717549
202	0.04454886573
203	0.0444310597
204	0.04431045169
205	0.04421473912
206	0.04405705588
207	0.04387195224
208	0.04365224384
209	0.04341605504
210	0.04322759083
211	0.04315404892
212	0.04294295992
213	0.04278198424
214	0.04259137199
215	0.04247514634
216	0.04237065996
217	0.04222092856
218	0.04190910884
219	0.04181568055
220	0.04156978698
221	0.04139770326
222	0.041046079
223	0.04074937275
224	0.04062445504
225	0.04052787054
226	0.04042252586
227	0.0402750651
228	0.0401867367
229	0.04007467088
230	0.03996498925
231	0.03983904067
232	0.03969060353
233	0.03948112669
234	0.03934731256
235	0.03913647334
236	0.03907530648
237	0.03873944055
238	0.03864301046
239	0.03858267466
240	0.03845089504
241	0.03837497348
242	0.03829874311
243	0.03814366659
244	0.03803132602
245	0.03786108153
246	0.03778190386
247	0.03759004956
248	0.03738952364
249	0.03718457449
250	0.03706136658
251	0.03695314044
252	0.03688437144
253	0.03668435642
254	0.03664582116
255	0.03655114401
256	0.03648360116
257	0.03635114034
258	0.03628374736
259	0.03614958809
260	0.03604194323
261	0.03592905771
262	0.03585332916
263	0.03573263259
264	0.03555732
265	0.03549132801
266	0.03535338811
267	0.0353116535
268	0.03521087737
269	0.03495732943
270	0.03489060175
271	0.03475652649
272	0.03467958541
273	0.03461870012
274	0.03454363233
275	0.03440359661
276	0.03424536841
277	0.03417781194
278	0.03406621161
279	0.03393081029
280	0.033774687
281	0.033629976
282	0.03356170654
283	0.03337853295
284	0.03329053606
285	0.03321217582
286	0.03310464677
287	0.03301500139
288	0.03292521976
289	0.03279112634
290	0.03262585685
291	0.03254182452
292	0.03244769233
293	0.0323857035
294	0.03220491182
295	0.03215786843
296	0.03200627509
297	0.03190732911
298	0.03184105101
299	0.03174352419
300	0.03167756626
301	0.0316355183
302	0.03152206966
303	0.03145629111
304	0.03136813073
305	0.03121559506
306	0.03113585881
307	0.03106139501
308	0.03094994454
309	0.03091237659
310	0.03084253811
311	0.0307879289
312	0.03071459361
313	0.03060479618
314	0.03047002838
315	0.03039519446
316	0.03031572614
317	0.03020993641
318	0.03016376722
319	0.0301046485
320	0.03000232606
321	0.02995754651
322	0.02991092092
323	0.02984492211
324	0.02978983834
325	0.0297280743
326	0.02954768226
327	0.02944948787
328	0.02935625939
329	0.02924643471
330	0.02907767977
331	0.02900930359
332	0.02890989667
333	0.02878201348
334	0.02871440252
335	0.02863578796
336	0.02856819743
337	0.02850840205
338	0.02845434688
339	0.02839719227
340	0.02836693355
341	0.02829146839
342	0.02823646863
343	0.02818655059
344	0.02809468905
345	0.02800113587
346	0.02792901766
347	0.02787983758
348	0.02783618655
349	0.02779408409
350	0.02767741794
351	0.02762494087
352	0.0275148528
353	0.02745942842
354	0.02739189466
355	0.02732245809
356	0.02726167043
357	0.02715543338
358	0.02708638963
359	0.02697297051
360	0.02690792311
361	0.0267629964
362	0.02670511064
363	0.02665262676
364	0.0265736262
365	0.02653908957
366	0.02648026148
367	0.02642407644
368	0.02638213975
369	0.02630804607
370	0.02625412941
371	0.02620693616
372	0.02609289033
373	0.02604644412
374	0.02600373768
375	0.02591355869
376	0.02586353847
377	0.02580841155
378	0.02572140921
379	0.02565205438
380	0.02559887568
381	0.02556717282
382	0.02551913261
383	0.02546000027
384	0.02540660586
385	0.02536760058
386	0.02533411753
387	0.02523110935
388	0.0251568658
389	0.02507528578
390	0.02502570833
391	0.024979001
392	0.02492678052
393	0.0248709497
394	0.02482139497
395	0.02476488749
396	0.02468776249
397	0.024646096
398	0.02457182294
399	0.02449390093
400	0.02441534088
401	0.02437928291
402	0.02435244379
403	0.02425801413
404	0.0242032369
405	0.02414571217
406	0.02404960224
407	0.02396023614
408	0.02388928277
409	0.02383722805
410	0.0238208135
411	0.02377264159
412	0.02372987384
413	0.02369822775
414	0.0236362707
415	0.02355528332
416	0.02344649633
417	0.02339024771
418	0.02336124239
419	0.02332548187
420	0.02318767366
421	0.02312606176
422	0.02308187485
423	0.02301516306
424	0.02295563107
425	0.02280482338
426	0.02273734411
427	0.02269806862
428	0.02267963092
429	0.02264771916
430	0.02258070537
431	0.02253852572
432	0.02243214108
433	0.02236035665
434	0.02230568613
435	0.02226601555
436	0.02212719236
437	0.02209754671
438	0.02202844847
439	0.02199922289
440	0.02193385079
441	0.02190260887
442	0.02188515663
443	0.02183244796
444	0.02177241189
445	0.02172795477
446	0.02166334561
447	0.02163993745
448	0.02160395668
449	0.02155142966
450	0.02151390257
451	0.02147353263
452	0.0214247363
453	0.02135617392
454	0.02131556102
455	0.02127940541
456	0.02123908542
457	0.02120737348
458	0.02118818646
459	0.02113393602
460	0.02106795765
461	0.02103241285
462	0.02099366415
463	0.02097003573
464	0.02093240874
465	0.02085708891
466	0.0208201749
467	0.0207769235
468	0.02072290012
469	0.02069759142
470	0.02065838405
471	0.02056255114
472	0.02052507855
473	0.02047802153
474	0.02044900485
475	0.02041811943
476	0.02031894411
477	0.02029087657
478	0.02025709833
479	0.02018523443
480	0.02014533906
481	0.02009571166
482	0.02002843675
483	0.01999088923
484	0.019953621
485	0.01989858491
486	0.01986403692
487	0.01984603064
488	0.01977534294
489	0.01974081993
490	0.01966802279
491	0.01959583873
492	0.01956406321
493	0.01950453122
494	0.01947595051
495	0.01946104595
496	0.01942382313
497	0.01937510627
498	0.01934648241
499	0.01931293578
500	0.01926347188
501	0.01921532949
502	0.01918493225
503	0.01912604741
504	0.01907755988
505	0.01904875437
506	0.01901296661
507	0.01896857307
508	0.01893020471
509	0.01888999031
510	0.0188605002
511	0.01880644617
512	0.01877902803
513	0.01875286556
514	0.01863183521
515	0.01857683545
516	0.01849934033
517	0.01845989681
518	0.01840556349
519	0.01836054439
520	0.01833982241
521	0.01832391307
522	0.01827588876
523	0.01822903497
524	0.01819200743
525	0.01811143898
526	0.01808469068
527	0.01799513158
528	0.01797316188
529	0.01795277596
530	0.0179288796
531	0.01790443602
532	0.01789053054
533	0.01782914797
534	0.01780224528
535	0.0177641335
536	0.01774650982
537	0.01773289272
538	0.01762086096
539	0.01757708504
540	0.01755755515
541	0.01753362815
542	0.0174918311
543	0.01744225593
544	0.01740742979
545	0.01738848913
546	0.01735652061
547	0.01732448396
548	0.0172778947
549	0.01723707063
550	0.01720270089
551	0.01717248644
552	0.01712985606
553	0.01707134701
554	0.01704446929
555	0.01699206716
556	0.01695961725
557	0.01692390896
558	0.01687865257
559	0.01685260705
560	0.0167807386
561	0.01676343509
562	0.01674113841
563	0.01669859091
564	0.01667383512
565	0.01665784745
566	0.0166304997
567	0.01661700067
568	0.01657284555
569	0.01655306021
570	0.01652357692
571	0.01649373259
572	0.01647375652
573	0.01644299484
574	0.01641911779
575	0.01638980252
576	0.01633962563
577	0.01632107553
578	0.01630026499
579	0.01624368827
580	0.01620307763
581	0.01615696975
582	0.01611096064
583	0.016078429
584	0.01604561579
585	0.01603594507
586	0.015993636
587	0.01597712494
588	0.01594310034
589	0.01591488066
590	0.01583739235
591	0.01581390018
592	0.0157810688
593	0.01574259486
594	0.01570819787
595	0.01568624179
596	0.01564523152
597	0.01561084702
598	0.01557330858
599	0.0155537049
600	0.01550207706
601	0.01547431038
602	0.01543774151
603	0.01539785635
604	0.0153610502
605	0.01533961977
606	0.01530332338
607	0.01527516842
608	0.01525519008
609	0.01524797281
610	0.01522881531
611	0.01519204775
612	0.01516809918
613	0.01512529964
614	0.01510691756
615	0.01507054738
616	0.01504939851
617	0.01502650579
618	0.01497475079
619	0.01494991325
620	0.01491324107
621	0.01489646775
622	0.01488298916
623	0.01487192086
624	0.01484542347
625	0.0148372196
626	0.01481761592
627	0.01478959946
628	0.014759259
629	0.01473814646
630	0.01471649692
631	0.01468651408
632	0.01467684224
633	0.0146482479
634	0.01462514741
635	0.01460725807
636	0.01459537461
637	0.01458158834
638	0.01456572442
639	0.01453249682
640	0.01450330984
641	0.01448715641
642	0.01447342464
643	0.01446308636
644	0.01444705554
645	0.01441581136
646	0.01439797084
647	0.01433743068
648	0.01430888857
649	0.01429478895
650	0.01427356743
651	0.01425911245
652	0.01423714502
653	0.01421321801
654	0.01418787298
655	0.0141581138
656	0.01414122581
657	0.01409419037
658	0.01406971727
659	0.01402615252
660	0.01401645797
661	0.01398149899
662	0.01396300906
663	0.01394734723
664	0.01392416841
665	0.01391355197
666	0.01390254952
667	0.01386708759
668	0.01385795502
669	0.01383252598
670	0.0137896288
671	0.01377392496
672	0.01374500593
673	0.01371817816
674	0.01368852229
675	0.01366808301
676	0.01363828296
677	0.0136206661
678	0.01360445704
679	0.01358966941
680	0.01356944357
681	0.01355729557
682	0.01354564144
683	0.01352646919
684	0.01351970945
685	0.01351386025
686	0.01348128205
687	0.01345990726
688	0.01343637648
689	0.01341595423
690	0.01339729059
691	0.0133781206
692	0.01336098966
693	0.01332787332
694	0.01331197761
695	0.01325790314
696	0.01324524425
697	0.01321748779
698	0.01320775463
699	0.01318952243
700	0.01312707265
701	0.01310410727
702	0.01307748726
703	0.01303897585
704	0.01300456183
705	0.01298345725
706	0.01297254562
707	0.01295736177
708	0.01293723697
709	0.012910483
710	0.01289095084
711	0.0128783612
712	0.01286448297
713	0.01284201713
714	0.01281981241
715	0.01279296989
716	0.01276561419
717	0.01273938815
